,Result,Text
906,TP,Mickey Rooney as Mi Taylor young man drifting along figurative road ruin meets 12yearold Elizabeth Taylor as Velvet Brown  adores horses sad history animals Ms Taylor enamored Mr Rooneys horsesense takes home gets room board family They supported well Anne Revere Donald Crisp as Mr Mrs Brown Butch Jenkins Angela Lansbury Taylors strained siblingsbr br The plot National Velvet implausible fault example circumstances leading Taylors ride Big Race quite stretch but likely believable paper Still characters connection horses Ms Reveres character nicely conceived Rooney Taylor excellent starring roles balance Rooneys fading child star Taylors exuberant new child star adds depth characterizationsbr br The excellent performances Rooney Taylor enhanced fine direction photography editing Clarence Brown Leonard Smith Robert Kern A sentimental classic br br  National Velvet 121444 Clarence Brown  Mickey Rooney Elizabeth Taylor Anne Revere
907,TP,Its like going around museum You appreciate great talent main composer Michael Cimino  fabulous art desinger light Vilmos Zsigmond As I said Its like heaven discovering creation man applied single frame Imagine look moving picture artist I say film one best
908,TP,During Civil war wounded union soldier hides isolated Confederate ladies school head mistress teacher school decide care keep about trouble starts brewing lonely sexually frustrated women girls The soldier decides take advantage situation comes price end br br Dirty Harry 1971 which made time The Beguiled might favourite collaboration Eastwood Siegel seeing this I tend think pairs finest work together A atypical savvy stylish vehicle Eastwood always mark richly controlled direction Don Siegel hauntingly rousing music score Lalo Schifrin Standing strongly sultrily lurid bleak nature thats intrusively planted films psychological makeup manipulative strangle hold sexual depravity Its assiduously played makes brooding blood curdling random shocks saucy intentions take hold gripping tension The way Siegel illustrates John B Sherry Grimes Grices alluring bold slowburn screenplay taken novel Thomas Cullinan effectively done stark emotions scripts tight lyrical context Siegels strong direction captures idyllically southern Victorian setting potently garnished photography sets strangely piercing imagery great clarity restrained br br While performances truly commendable high quality Clint Eastwood smoothly suave sweet talking chameleon union soldier impressionable delightfully assured A profoundly eminent Geraldine Page steals picture hardened head mistress elegant Elizabeth Hartman adds delicate sincereness innocent character Mae Mercer strongly tailored black maid Jo Ann Harris pick crop young pupils seductively sly persona br br Honestly Eastwoods charismatic character plays field selfish needs theres still mixed intentions ones played where rivalry women creep in turn better guest end Throughout theres perversely dark sense humour ironic touch settling material Whats demonstrated here simply basic little minded shocker one thats thickly layered intrigue sense realism thats hard shake That also goes extremely eerie title closing song br br A effectively chilling lowkey item thats hard tempted swinging hospitality
909,TN,Take Fame Youve Got Served roughly jam together got This God awful movie custom made dullnormal adolescents The plot closely follows Youve Got Served Three ghetto afroteeners time living John Waters Baltimorenot far Peckers homespend time getting failing grades high school dancing dilapidated 100yearold buildings hoochymamas To finance expensive baggy hiphop clothing tastes steal cars deliver local chop shopnot unlike John Tony Manaro Travolta worked Brooklyn paint store could purchase polyester disco clothesbr br Tyler Gage one black three musketeers gets caught trashing local Fame High School forced perform janitorial duties He meets Nora Clark 26yearold white high school student discovers hes IrishAmerican much chagrin black buddies Mac Skinnybr br As Youve Got Served crime pay Skinny youngest member trio gets shot Bad Bad Leroy Brown typebut stop musicand heartstopping finale
910,TP,Life comprised infinite possibilities known others mystery destined remain so And vast unknown realms beyond knowledge established boundaries parameters Who say exists possible Valid questions raised explored story particular individuals personal journey strange dramatic odyssey defies facts logic KPAX directed Iain Softley starring Kevin Spacey Jeff Bridges In wake incident New Yorks Central Station man named Prot Spacey transported psychiatric hospital Manhattan delivered care Dr Mark Powell Bridges attempts uncover truth patient claims distant planet KPAX It quickly becomes challenge Dr Powell Prot calm direct forthcoming manner propensity produce he eats bananas peels all Red Delicious Apples favorites quite convincing But Powells job well nature skeptical Prots claims however remain intact stand even intense probing watchful eye Dr Powell finds something quandary Prot even tells exact date time depart KPAX scheduled return trip allows Powell short time sort out And Powell cant seem get mind around idea dealing real alien being something going resolve quickly ever going know truth And know The truth all thing going set free mindbr br  Softley created delivered sensitive thoughtprovoking film challenges viewer sustaining mystery surrounding Prot forcing reflect upon concepts is fact possible And never know sure Prot denouement able identify Powell seeing situation point view trying solve riddle right along him Softley creates atmosphere wonder real sense confronted something truly unique story unfolds begin realize Prot may says is And context reality film disposed engrossing matter try wrap mind around How react evidence contrary physical limitations weve set ourselves While heart film resounding depth humanity evident Prot Dr Powell well All makes extremely engaging gripping dramabr br  As weve come expect Kevin Spacey gives brilliant performance Prot presenting character inside out emotionally deep physically convincing time This unique individual Spacey brings life care ability share moments particularly revealing adds believability character credibility story itself For film work essential believe Prot is do does Spacey simply pulls magnificently Its memorable performance evolves character stay long long timebr br  Jeff Bridges meanwhile emerges equal footing Spacey adeptly making real person Dr Powell Its fairly straightforward role challenge Bridges take normal ordinary character make unique right which opposite character Prot small task And again film work necessary Bridges rise occasion And exceptional skill consummate professional is succeeds without question Bridges infuses Powell underlying complexity giving performance makes interaction Powell Prot vibrant times intense Its demonstration two finest actors business best creating dynamic alive inspiring Its great job Bridges never attempts steal spotlight Prot serves raise level film even higher notchbr br  The supporting cast includes Mary McCormack Rachel Alfre Woodard Dr Villers Ajay Naidu Dr Naidiu Vincent Laresca Navarro Kimberly Scott Joyce Conchata Ferrell Betty Saul Williams Ernie An entertaining emotionally involving film KPAX dissertation possibilities well examination ever evolving complexities human condition Its film demands open mind rewards able approach terms embrace it In end makes realize real KPAX is makes appreciate Prots journey much share common around us human alien And may make reflect upon journey going And thats magic movies I rate one 1010 br br 
911,TP,A widely unknown strange little western mindblowing colours probably material used Johnny Guitar I guess Trucolor something makes blood drips look like shining rubies nearly surrealistic scenes twisted action characters Something different far masterpiece paid attention little gem western encyclopedias
912,TN,OK Herc hunk rest 3 hours wasted wasted oh humanitybr br Poor Sean Astin follow master hills New Zealand  wait Couldd be Someone production crew Lord Rings making home movies spare time Yes thats itbr br I wish I could least say promisingbr br The Special effects often laughablebr br But Herc hunkbr br NH
913,TN,Corny horrible I surprised short lived show make it I remember fondly Tales From Crypt tried reusing corny episodes like actually scary Coupled bad acting lousy music I surprised crummy showed ever conceived It never showed again one thankful circumstance
914,TN,Mr Seagal apparantly lowered already low standards even outdone making bad movies The Foreigner substance ever script Its director made even worse job music score cheezy malplaced know whether laugh cry Already 10 minutes movie want turn off However considering Steven Seagals past movies think Hey might cool actionsequences least worth watching you WRONG It gets worse movie progresses Everyone with exceptions seem kill every person talk to good bad innocent not The good thing movie end rather short running time Summing movie two words STAY AWAY
915,TN,Paranormal State interesting show paranormal believers I enjoy watching team say find however I know entire show along build ups story lines completely set up They go real haunted locations I suspect speak actual witnesses I commonly feel I watch I watching nonfiction actual movie contradictory reality I personally would advise recommend anyone watch show unless basic scare seeker br br Interesting show Stick Ghost Hunters
916,FN,I wonder I heard movie before Its truly magnificent comedy Id say farce well acted Id hate denigrate quality A comedic character study travails midlife crises inequity gays cant longtime unions recognized general differences people cant fit nicely society pairs Kathy Bates Rupert Everett wonderful effect Forget Julia Roberts Rupert Kathy Bates Rupert another movie together The anxietyridden acerbic outrageous daughterinlaw Maudie Meredith Eaton truly wonderful character If liked Tales City films like quirky charmer
917,TP,Back 1982 little film called MAKING LOVE shocked audiences frank open depiction romantic love story happened two menbr br I waiting years good oldfashioned romance two men LATTER DAYS morebr br Yes soapy melodramatic clichéridden quite corny That makes wonderful There nothing like good romantic movie movie romantic best sense wordbr br As issue religion sorry folks things happen happening gay people even now It Mormon church rejects gay members Gay people every religion faced harsh judgment rejectionbr br I loved movie It perfect blend fantasyromance grounded reality daytoday lives characters If I could give ten stars I would Good love stories never go style great love stories like LATTER DAYS unforgettablebr br Its time
918,TP,While many pass B movie is indeed first class comedy wellwritten acted Red Skelton great Wally Benton better known radio fans The Fox Ann Rutherford perfect Wallys fiance Carol Lambert Conrad Veidt leads well cast gang criminals I read one account movie states Vincente Minelli directed film unless changed name S Sylvan Simon directed three Fox movies This entertaining film made imagination encouraged So get black white prejudice one sit back enjoy truly great comedy This also Reds first starring role Take note climax reference Orson Welles War Of Worlds broadcast
919,TN,In 1984 The Karate Kid charm it even little poor mans Rocky Alas producer Jerry Weintraub failed realize best leave story point ended convinced Ralph Macchio Pat Morita make extra effort turn film trilogy Part III definitive low franchise yet someone must thought series still potential What explanation could possibly existence The Next Karate Kidbr br Wait minute Next Yep Macchios gone at least smart enough stop eventually replacement Hilary Swank  playing troubled teenager what else named Julie Pierce Now girl family issues She also gets trouble school Said school sadistic gym teacher Michael Ironside As turns out though one students actually nice guy Julie falls him This gets bigger trouble before course Lucky her currently living Mr Miyagi Morita old friend grandfather happens know get back bad guysbr br All factors ad seven clichés thats generic plot summary  imagine detailed scenes must like From beginning end The Next Karate Kid tired flat dull marathon idiotic lines setups Swank does thankfully likes Boys Dont Cry Million Dollar Baby redeem disaster Morita accept come back He may received Oscar nomination first movie quite enjoyable sequels nothing speak  even revival wax on wax off gag stillborn As Ironside slightly better Martin Kove Thomas Ian Griffith Part III thats hardly stretchbr br So picture really awful Not exactly There one sequence manages achieve weird beauty best bit whole film involves group Asian monks dancing hear pop music first time lives qualify recommendation see rest
920,TP,Despite later claims earlytalkie melodrama little common Citizen Kane Its biopic ruthless human fictional plutocrat told flashback hopping around time The scriptwriter Preston Sturges shows none later gift sparkling dialog none myriad cinematic innovations Kane evident Still watchable young Spencer Tracy his oldman makeup makes look like well old Spencer Tracy showing depth authority Colleen Moore  little past prime physically well matched  playing multifaceted womanbehindtheman Theres also Helen Vinson one treacherous femmes fatales movie history sending final third ecstatic soapopera reverberations The surviving print jumpy missing audio snippets plot holes left open how would know whose son sleeping them music awfully hokey For that I quite fascinated
921,TP,I agree posters characters exceptionally strong believable actors top form I especially loved David Boreanaz stretching part unlike anything else played proving amazing gift comedy The first part movie light funny blackmail part bit surrealistic interesting  downhill therebr br I found frustrating least two 3 girls Keira Lisa get blackmailbetrayal scot free nary trace left psyche I know movie amended darker ending play  I saying I missed murder part But I surely needed see two getting comeuppance somehow I left groaning frustration ending Its I gave 9br br But definitely interesting film
922,FP,There thrill lowbudget film noir And frustration meandering uninteresting movies made cheap This one falls second categorybr br The Spot name nightclub The film policeman whose father killed gangsters He heads track downbr br Maybe bad print Maybe me But I felt Id seen hundred times times better herebr br It promise too The cop fascinated woman plays records introduces juke boxes They meet Now though made well I born I seen kind juke box And incredibly fascinating When I teenager I wandered bar still device I always liked juke boxes bars diners But one different You talked sultry sounding female voice talked back you That addressed dropped general uninteresting stewbr br The movie one thing going it In small role features young Anne Jeffreys What beauty was doubtless still is
923,FN,Despite New York setting  New York characters Summer City American movie better that What unusual mixing styles genres Director Niamis shows deft touch combining comedy tragedy pathos dramabr br The secret Niamis success appears smorgasboard great characters  could film built around  filling beautifully realized performances one wonderfully eclectic casts one would struggle find country let alone movie ranging Bai Ling Ornella Muti Robert Burke Peter Stormare reveals lot bad guy stereotypes plays Hollywood pictures Even Sandra Bernhard funny br br An added bonus cream substantial cake John Cales soundtrack
924,TP,Overall Dads Army movie funny although humour quite catchy sparkly TV radio series So leave us viewers If never seen Dads Army movie good way bringing speed getting hooked mad world Walmington oS The downside might get it because I said humour movie bit stolid sidebr br For Dads Army buffs movie holds nothing new story less cutup TV series unique chance seeing favourites high def compared shitty quality BBC video recordingsbr br The movie also features must lamest holdup sequence history universe I cant make mind thats positive negative though
925,FP,Its funny one day seen movie watching documentary Leni Riefenstahl comparison kind came automatically course br br  This movie weak every aspect acting convincing especially one plays Simona unnatural editing confused always leaves taste unfinished shot music fit story flow gets boring movie comes much longer is oh characters well shown actually cant tell much girls except see The movie also tries shock explicit cursing which laughable br br So 210
926,TP,A bright youngster interested serious music admittedly vanishing breedwholl play fiddle one play violincould find interesting fiction street kids great musical stars Heifitz indeed greatest violinist generation film gives rare onscreen chance display technique The kids especially Gene Reynolds fine and all pic good example firstrate studio family fare late 30s It hit top great 39 list nice way intelligent family spend rainy afternoon AMC Video Store good luck Blockbuster
927,TP,eXistenZ good film first I wondering going on organic pods made mutant reptiles connected players surreal virtual reality game via umbilical cord well seems little oddbr br But gets going pretty good film twists great open ending good aspect weridness throughout film entertaining see sure whats coming nextbr br Security personnel throw away metal detectors bone guns 
928,TP,Sure pretentious moments plays like arthouse liveaction Fantasia also moments deep beauty humor Omnibus films always problem I always keen interest them I rate segments individuallybr br Nicolas Roeg  Un ballo maschera  This segment may well spoil film people absolutely worst whole bunch It difficult follow mostly tries adhere clear plot a hackneyed one that The photography unaccomplished The best thing bit Lesbian homoerotica never enough with This segment made VERY nervous continuing 210br br Charles Sturridge  La virgine degli angeli  unclear segment hardly matters The film best cinematography bunch mainly stunning black white The segment dreamlike beautiful 710br br JeanLuc Godard  Armide  I chose brave muchmaligned film Godard Altman segments With Godard I much impressed I thought I would be I cant claim seen many films since made many almost one seen but judging I seen may best work since 60s It funniest segment film artistically accomplished Bravo JeanLuc 910br br Julien Temple  Rigoletto  funny segment also quite predictable Still story husband wife cheating resort wonderfully filmed long complex tracking shots depend precisely timed choreography actors It also great selfreferencing joke omnibus films themselves The final scene weak 710br br Bruce Beresford  Die tote Stadt  short segment involves lovers I think Venice It pretty nice shots doves flying city It slight nice 710br br Robert Altman  Les Boréades  one better segments unfortunately music video concept short film It involves occupants insane asylum attending theatrical performance The music images work well together least I give credit good music video 710br br Franc Roddam  Liebestod  somewhat unfortunate Beresfords segment segment similar it As might assume phrasing one struck much more It young man girl going Las Vegas fatalistic voyage 810br br Ken Russell  Nessun dorma  maybe visually striking segment plays fantasy world reality It beautiful tale fallen angel 810br br Derek Jarman  Depuis le jour  I heard lot Jarman first piece filmmaking I seen him Hopefully Ill see future This one also musicvideoish better Altmans segement It mainly concerns old woman remembering younger days The editing use different film stocks represent time emotion beautiful 810br br Bill Bryden  I pagliacci  sad clown possibly one famous arias particularly memorable episode Seinfeld serves material separating segement finale It simple effective 710br br Overall I give solid 710 It anywhere near bad heard
929,TN,I heard legends film quotes used insult films while I finally got DVD it I impatiently started watching it By end I had fast forward moronic ineptly made nonsensical scenes pointless childish mess make end quickerbr br This may worst film Ive even touched  I used associated Troma while Manson Family makes bottom Tromas entries look like daring groundbreaking arthouse filmwork I could go talk syphilitic skeleton plot has revoltingly bad acting painful inept directing sets props dollar ninety nine look I especially loved plastic toy guns used Tate murder scene nauseating look feel whole bag garbage I think supposed represent druginduced hallucination I absolutely idea druginduced hallucination looks feels I want find  I guess drug junkies burned brains love film they seem ones made it Ive seen many films various Worst 50 lists traditionally opened Eddie Woods ones  Eddie Wood would appalled sheer ineptitude talentless van Webber or whatever name is I certainly want remember it Ive never seen Superbabies sequel I strongly wish Manson joined IMDbs rating Fortunately obscure garbage probably seen enough viewers warrant sufficiently many 1 votes  much better
930,TP,Robert Carlyle excels again The period captured well soundtrack although hearing modern techno period piece little disconcerting first proved well chosenbr br Well worth watch
931,TP,Todd Sheets created one greatest LOW BUDGET Zombie movies EVER The story great gore grand psychos wicked Yet movie flawed petty dialogue sluggish imaging timesbr br Despite ZB2 delivers Zombie movie should gore good plot fast pace adventure macarbe If MR sheets given 100k budget movie would EVERY zombie movie ever even almighty Dawn deadbr br But time goes gets better gets better money comes pocket Thus allowing man modern day Genius craft vision betterbr br Just remember Zombie Bloodbath 2 one great stepping stones atop Gore Mountain
932,FN,The writers lost outdone themselves Season twos finale even heartbreaking intense finale season one Lockes lack faith resulted spiritual consequences himself tragic physical consequences lives castaways Michaels betrayal resulted success possibly escape island He wants stay alive I doubt one former friends would willing kill revenge This finale left questions previous finale I cant wait fallbr br A side note What point posting review write spoilers Where pleasure ruining surprise everyone else The current review page nothing big fat spoiler fest poorly constructed barely readable English express purpose making someone mad Good job
933,TN,This movie perfect aspiring screen writer actor director By watching movie see things wrong film industry today There many clichés pained sit movie Nothing original every single line spoken ripped clichéd movies saw 90s Although cheap laughs overall wrong wrong wrong I immensely bored movie predictable pathetic actually noticed much makeup caked onto Tara Reids face hide massive bags wrinkles endless partying Seriously wearing much foundation could literally scrape refill entire bottle itbr br What shocked though many talented popular cast would sign piece junk And NOT know sat horrible screaming Ashton Kutcher does know hes like angry something shouts words annoying manner Ashtons horrifying talking Taras face ten shades darker neck drugged owl script seemed like work threeyearoldbr br Seriously whole life movie watched someway enjoy matter bad was This deserves award first BAD BAD BAD I think single word English dictionary possibly describe trashy movie Today trying rewatch turn like ten minutes cry overwhelming amount clichésbr br Dont even bother rent blockbuster worth cent matter fact willing pay anyone considering watch movie go something decent lives
934,TP,Serendipity I thought I bad start bringing home wrong dvd case The Intruder Rental stores staff So I want see film I glad I did In probablility chosen movie would superb slice film delectable delicate taste independants US Europe together Seven years apart two heroine sisters embark fantastic journeys early 1970s poststudent demo  BaaderMeinhof Europe Sumptuously shot Algarve Portugal Berlin Paris Amsterdam reminiscent feel exterior shots Paul Verhoevens early masterpiece The Fourth Man touchingly acted Brewster  Diaz especially Christopher EcclestoneThe story unveils along abstracted plot capturing ephemeral emotions characters confront relationships see idealised images shattered A movie great refinement taste Not Arnie Commando fans probably reviewer upstairs wide mark his claims girly film Daft criteria Wrong too Well worth experimenting with
935,FP,Aussie Shakespeare 1824 setwith blood blood bloodand good dose nudity every one may levels violent cheap most done low budget try best works sporadicallyand macbeth seem lacking its compelling although good acting part get heads especially mecbeths best performance came gary sweet strangest mick molly Shakespeare see itbut like cheese mature love itit bad film good either sam peckenpah would loved it filmed western expecting lot this loved romper stomper vacant effort
936,TP,Last night I saw A PECK ON THE CHEEK KANNATHIL MUTHAMITTAL English subtitles Oddly 137 minutes longslightly longer time listed IMDbbr br At first I found losing interest film rather confusing style filming really lost me The context occurring missing I glad I stuck it At beginning young couple married shortly wedding war breaks native Sri Lanka lovers separated Months later wife pregnant board refugee vessel heading India At refugee center see lady give birthafter titles film finally revealedbr br The entire focus film changes completelyto young girl turn 9 Madras India You see home talks camera life family None seems interesting important wonder missingwhat lady give birth My wife I debated finally guessed little girl actually child lady first part film Somehow another adopted talking life mom dad 2though NOT realize people biological parentsbr br Soon this parents revealed total idiots one complaints I film decided tell young girl truth parentage AND tell way left girl emotionally screwed confused Despite stupid decision telling worst way parents made agreeing help find biological mother Seeing impact girl parents particularly adoptive mother impressive watch sure sparked interestbr br Unfortunately Sri Lanka involved very long brutal civil war Tamilese militants on three decades The familys decision look mom back Sri Lanka indeed noble also bit stupid timesas took many risks nearly got killed blindly jumping middle war This exciting captivating also left wondering sanity adoptive parentsfirst tell ISNT biological child take middle WAR ZONE Sure kid really wanted meet biological mother really stupid hind sight If me I might tempted pay unemployed actress play part fool kidthus avoiding middle warbr br Despite complaints film lovely watch rewarding Far perfect sure hits emotional home run Also I expected I seen several Indian films many Westerners bit surprised vivid songs seem come wherethis IS standard films Indiaincluding made Bollywood Bombay TamilwoodKollywood Madras
937,TN,The reason movie given 1 awful vote acting Ida Lupino Robert Ryan superb Ida Lupino lovely usual becomes increasingly distraught tries various means rid madman Robert Ryan terrifying menacing stranger whose character guided disturbed mind changes one minute next Seemingly simple docile suddenly becomes clever threatening Ms Lupinos character danger house lived stupidity anyone came along She could manage get house windows open front back doors locked unlocked inside key You could designed worse firetrap tried She take precaution even one extra key Nor could figure summon help nearby neighbors get basement locked sight captor I know war husband killed in World War II furnishings house styles clothes especially children telephone company repairmans car clearly anachronistic I recommend watching movie see oddities find
938,TP,I must say I thought show Greek would really ridiculous stupid Since I part sorority I want make Greek organizations look badbr br but I think Greek hilarious Yes stereotypical sorority fraternity mocking cute humorbr br All characters pretty likable minus Rebecca Logan I cant stand her Casey Rusty good chemistry brother sister Then Cappie Who love guy like Cappie haha His character brings much show Rustys room mate Dale played Clark Duke hilarious wellbr br Its definitely fun watch tune season 2 I cant wait till back on
939,TP,Being 15 I enjoyed flick thouroughly I related character Ann August would My Mother isnt AS eccentric Adele feelings lonliness same This movie perfect ating aspects Natalies Susans performances linked together best onscreen dual seen years Their chemistry brings characters life become real people I would recommend flick anyone hoping get away Because genually alot people would wish Anywhere But Here including me can see movie best friend mother Its tears blend everyone around together more
940,TN,Not even Beatles could write songs everyone liked although Walter Hill moptop hes second none comes thought provoking action movies The nineties came social platforms changing music film emergence Rapper turned movie star full swing acting took back seat mans overpowering regional accent transparent acting This one many icet movies saw kid loved watch later cringe Bill Paxton William Sadler firemen basic lives burning building tenant go flames hands map gold implications I hand Walter quickly neatly setting main characters location But fault everyone involved turning Lameo performances Icet cube must red hot time Ive enjoyed careers rappers opinion fell flat movie Its ninety minutes one guy ridiculously turning back guy point find locked multiple states disbelief Now movie documentary wont waste time recounting stupid plot twists movie many led nowhere I got feeling watching everyone set sord confused playing things cuff There two things still enjoy it one involves scene needle Sadlers huge 45 pistol Bottom line movie like dominos pizza Yeah ill eat Im hungry feel like cooking But Im well aware tastes like crap 3 stars meh
941,TP,One finest movies I viewedGood script original plot man haunted JFKs assassination assigned protect Cold November day 1963 Thirty years later another antisocial lunatic wants assassinate current president The secret service agent loses partner along wayto crazed gunmen schemeslies murders anybody path wholl stand way mission br br The movie accompanies great memorable scoreand restrained meaningful romance Russo Eastwoodwhich displays difficult romantic life kind work Malchovich greatsure many candidates could played role playedbut many could acted craftinessand intellect displayed moviebr br Needless sayI thought great movieeverytime television I watch itand I dvd Im big Eastwood fanthis boosted already fabulous careerand Malchovichs best role datebr br 
942,TP,I thoroughly enjoyed film many ways Hitchcock several occasions first attempt plot reshot later career Possibly amazing thing it however faceless lead characters are After watching one remembers Murray Alper jovial truck driver Vaughan Glasers touching turn blind patriot unforgettable traveling Freak Show course Otto Kruger suave sophisticated villain completely overshadow Bob Cummings rather wooden fugitive compare bridge jump Harrison Fords similar stunt Andrew Davis The Fugitive Priscilla Lane whose change heart subsequent love towards Cummings never quite believablebr br The major support player is course Hitchcock bookends film 2 extraordinary stunts Many people criticise older films lack realistic special effects My feelings lack technology even attempt convey director wants show amazing achievementbr br Obviously film carries antifascist message made time Second World War Hitchcock never important thing emphasis always action Well worth checking out especially support roles
943,TP,A intelligent exciting thriller rely action situation rare days I would compare film The Day Jackal another film pursuit dangerous international criminal The acting across board superlative  Aidan Quinn tricky double role vicious terrorist Carlos Navy man impersonates him Donald Sutherland plays amoral CIA agent hires him Ben Kingsley plays Israeli officer assists plan This tense effective film remarkable considering little action it The first half film setup Navy man prepares impersonate Carlos The second half breathless actioner action coming characters situations thus making gripping A really tight film overlooked
944,TP,After repeatedly saying brilliant many Columbo episodes are time honour episode maximum points Etude In Black 100 percent perfect certainly 90 percentmaybe 96 97 br br Last week I reviewed Just Married compared unfavourably Meet The Parents Well heres one parents Blythe Danner much earlier role wife famous orchestral conductor Alex Benedict played legend John Cassavetes Alex affair Jennifer Wells girl orchestra not first affair one suspects She blackmailing Alex leave wife wifes mother holds purse strings orchestra Alex think itd smart move destroy career marriage overnight Instead hatches plot sneak concert hall performance murder young lover making look like suicidebr br Enter Columbo guess what It takes two seconds realise homicide likely suicide It take much longer Columbo connect Alex victim soon hes following around wherever goes Even though Columbo certain Alex man actually takes quite false leads none Columbo really swallows vital piece evidencebr br Along way topnotch extra characters ranging precocious young neighbour Jennifer Wells English mechanic sounds like would home Coronation Street bedraggled looking brass player nearly finds fitted murder he also seeing Jennifer Wells busy girl And theres even brief cameo Commandant Lassard Police Academy films As Leslie Nielsen Lady In Waiting impossible take seriously I bet thinking speech made podium you br br But Blythe Danner John Cassavetes Peter Falk steal show here Blythe absolutely divine Mrs Benedict From moment spots Alex dialling Jennifer Wells number memory feels deeply troubled exactly relationship was Its masterful performance struggles trust Alex despite intuition telling something very wrong Columbo help matters interrupting game tennis ask impertinent questions Alexs relations members orchestrabr br As John Cassavetes well shame make repeat appearances Columbo villains could Jack Cassidy Patrick McGoohan one alltime greats show But performance superb Hes another one falls highly irritated category losing patience Columbo rather befriending indulging him Despite this game finally grudgingly acknowledge Columbos geniusbr br Well really really fantastic show It loses couple small points rather sledgehammer view classical music highlighted many posters here none bearing logic story characterisations And least music good dramatic excitingbr br Finally come across it absolutely amazing clip John Cassavetes Peter Falk Dick Cavett show early 70s Im totally convinced Steve Coogan watched clip based Alan Partridge it Everything clip resembles Knowing Me Knowing You cringeworthy introduction total humiliation Cavett guests Even orchestra get act playing circus music Falk Cassavetes friend Ben Gazzara fool ridicule hostbr br It might strictly relevant review Cavett show clip gives nice insight deep friendship professional relationship Peter Falk John Cassavetes Its clear see quality Etude In Black well pair worked together
945,TP,Based true story FBIs hunt responsible bombing World Trade Center Building A good film delves FBIs use informants how possibly tragedy could avoided 7 10
946,TN,I looked forward spending part Independence Day weekend watching good film Jefferson This film it It rather long drawn out dull unbalanced Too much time spent exploring Jeffersons relationship Cosway enough time spent relationship Sally Hemmings The lady played Sally Thandie Newton absolutely awful Her acting bad like watching A1 airhead trying recite Shakespeare Her constant whining voice grated nerves Noltes accent made Jefferson sound like ignorant man rather genius Jeffersons relationship daughters feelings slavery also underdeveloped yet eldest daughters rebellion Patsyis key event late film The film long script lacked energy excitement On positive side costumes quite beautiful Greta Scacchi played part Cosway well If want watch film revolutionary era andor Jefferson watch 1776 much better Jefferson Paris
947,FN,Me roommate got free tickets Pre Screening I guess would call Atlanta GA Atlantic Station Walking I expecting something controversial provocative unnecessarily overdone etc But film much that Its story two people helping other Its overdone film done careful balance make cringe say unnecessarybr br Its put together really well take seriously Thats beauty it If tried take seriously would failed miserably instead carries humor some unintentional surprisingly good acting Ricci Although Timberlake fails miserably role movie good enough put sidebr br I would definitely recommend movie reason fact something different experience
948,TP,Kevin Spacey picks winner KPAX endearing movie expresses profound revelations human existence via Prot characters naive yet time unquestionably wise point viewbr br Its enjoyable trying work if isnt plot expands Robert Porter character gets fleshed out However may find ending little unsatisfying reality waybr br My issues film revolve around rather cartoony simplified portrayal mental patients I surprised films plot shows great deal intelligence I feel would lost anything honest regarding people mental health problems behavebr br That said I realise movie documentary film exquisitly shot story unwraps pleasing rate br br Bridges great Spacey delivers languid relaxed performance like standup alienbr br A good film get talking friends
949,FP,Its exactly title tells youan island inhabited fishmen Shipwrecked doctor Claudio Cassinelli crew land island theyre either picked fishmen roped working treasure hunting lunatic Richard Johnson Cassinelli discovers Johnson believes hes found lost city Atlantis keeping disgraced scientist Joseph Cotten daughter Barbara Bach hostage 15 years fishmen uncover treasure trove beneath sea Cotten course complete madman Bach Cassinelli great chemistry This insanity directed Sergio Martino not surprisingly without merit Its fast paced reasonably well acted fishmen look pretty convincing though unlikely anyone could prove things DONT look like actual fishmen Theres excellent music score Luciano Michelini
950,FN,I recently got movie I say good movie Theres lot famous Rome monuments historical locationsIt writer director The Da Vinci Code Tom Hanks stars along Ewan McGregor Ayelet Zurer The movie starts space time experiment Sweden one canisters stolen churchs hated enemy Illuminati The plot hard discuss without spoiling anything Its race Rome following Illuminati trail get Illuminati secret meeting place While racing time find path Illuminati Over movie worth seeing hell I watched 3 times I still like end go buy it It lot better movie 2010 And ending one awesome plot twist
951,TN,Imagine cliche ridden bmovie horror plot can Add plot holes plot Have scripted 10 year old Have acting done ALevel drama students faking really bad US accents in Isle Man Add monster special effects lovers BW Dr Who shows appreciate Result duff film Throw Samantha Janus taking clothes make point cover probably sell enough copies make profit anyway
952,TP,Out Mafia movies ever seen one best many reasons The acting Pesci Cortese Vincent The story one best ever In mafia genre realistic The characters people lots people relate to This movie also great dialogue good It also realistic fights action scenes This movie also launched careers Pesci Vincent If success film Casino Goodfellas might good were br br Story 1010 Acting 910 Realism 1010br br OVERALL 1010br br My fave Mafia movies arebr br 1 Goodfellas 2 Casino 3 The Godfather Trilogy 4 Family Enforcer The Death Collector 5 The Sopranos I know movie
953,TN,The first half film held promise seemed like film going lowkey character psychodrama like THE MINUS MAN whole thing collapses cliche viewer slowly loses interest Theres decent cast film lifeless talent completely wasted
954,TP,A good film focusing important issue Fetal alcohol syndrome serious birth defect totally preventable If families saw film perhaps children would end like Adam Jimmie Smits performs one best roles ever This excellent movie takes account special family important needs This unlike thousands families exist United States today There children struggling world wide The really important point could prevented More people see movie take say seriously It well done important messages handled graceful way
